STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990
02077000,"BANISTER RIVER AT HALIFAX, VA",Non-ref,SEPlains,1415.316,03,36.776527,-78.915844,VA,NA,yes,81,60,20
02077200,"HYCO CREEK NEAR LEASBURG, NC",Ref,SEPlains,121.6944,03,36.397778,-79.196667,NC,yes,yes,45,45,20
02077303,"HYCO R BL ABAY D NR MCGEHEES MILL, NC",Non-ref,SEPlains,526.7394,03,36.5225,-78.9975,NC,NA,yes,36,36,20
02077500,"HYCO RIVER NEAR DENNISTON, VA",Non-ref,SEPlains,746.7939,03,36.587917,-78.89862,VA,NA,yes,62,58,20
02077670,"MAYO CR NR BETHEL HILL, NC",Non-ref,SEPlains,137.3355,03,36.540833,-78.871944,NC,NA,yes,32,32,20
02079640,"ALLEN CREEK NEAR BOYDTON, VA",Ref,SEPlains,138.7548,03,36.679586,-78.326664,VA,NA,yes,44,44,16
02080500,"ROANOKE RIVER AT ROANOKE RAPIDS, NC",Non-ref,SEPlains,21947.92,03,36.46,-77.633611,NC,NA,yes,96,59,19
0208111310,"CASHIE RIVER AT SR1257 NEAR WINDSOR, NC",Ref,SECstPlain,288.4779,03,36.047778,-76.984167,NC,yes,yes,22,22,20
02081500,"TAR RIVER NEAR TAR RIVER, NC",Ref,SEPlains,428.3661,03,36.194167,-78.583056,NC,yes,yes,70,60,20
02081747,"TAR R AT US 401 AT LOUISBURG, NC",Non-ref,SEPlains,1127.123,03,36.093056,-78.296111,NC,NA,yes,36,36,20
02082000,"TAR RIVER NEAR NASHVILLE, NC",Non-ref,SEPlains,1833.764,03,35.849322,-77.93054,NC,NA,NA,42,21,0
02082506,"TAR R BL TAR R RESERVOIR NR ROCKY MOUNT, NC",Non-ref,SEPlains,2030.275,03,35.900556,-77.865556,NC,NA,yes,37,37,20
02082585,"TAR RIVER AT NC 97 AT ROCKY MOUNT, NC",Non-ref,SEPlains,2415.513,03,35.954722,-77.787222,NC,NA,yes,31,31,18
02082770,"SWIFT CREEK AT HILLIARDSTON, NC",Ref,SEPlains,447.0708,03,36.112222,-77.92,NC,NA,yes,44,44,18
02082950,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",Ref,SEPlains,460.8531,03,36.183333,-77.876111,NC,yes,yes,50,50,20
02083000,"FISHING CREEK NEAR ENFIELD, NC",Non-ref,SEPlains,1371.754,03,36.150556,-77.693056,NC,NA,yes,82,59,19
02083500,"TAR RIVER AT TARBORO, NC",Non-ref,SEPlains,5753.854,03,35.894444,-77.533056,NC,NA,yes,77,58,18
02083800,"CONETOE CREEK NEAR BETHEL, NC",Non-ref,SECstPlain,187.2459,03,35.775992,-77.462192,NC,NA,NA,43,43,11
02084000,"TAR RIVER AT GREENVILLE, NC",Non-ref,SEPlains,6984.106,03,35.616667,-77.372778,NC,NA,yes,9,9,9
02084160,"CHICOD CR AT SR1760 NEAR SIMPSON, NC",Ref,SECstPlain,109.0404,03,35.561667,-77.230833,NC,NA,yes,27,27,16
02084557,"VAN SWAMP NEAR HOKE, NC",Ref,SECstPlain,56.13005,03,35.730833,-76.746111,NC,yes,yes,32,32,20
02085000,"ENO RIVER AT HILLSBOROUGH, NC",Non-ref,SEPlains,170.9253,03,36.071111,-79.095556,NC,NA,yes,68,46,20
02085070,"ENO RIVER NEAR DURHAM, NC",Non-ref,SEPlains,367.7643,03,36.072222,-78.907778,NC,NA,yes,46,46,20
0208521324,"LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC",Non-ref,SEPlains,202.6575,03,36.141667,-78.919167,NC,NA,yes,22,22,20
02085220,"LITTLE RIVER NEAR ORANGE FACTORY, NC",Ref,SEPlains,208.1214,03,36.139032,-78.906397,NC,NA,NA,26,26,0
0208524090,"MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC",Non-ref,SEPlains,20.7432,03,36.149722,-78.896667,NC,NA,yes,15,15,15
0208524975,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC",Non-ref,SEPlains,254.4759,03,36.113333,-78.859722,NC,NA,yes,13,13,13
02085500,"FLAT RIVER AT BAHAMA, NC",Non-ref,SEPlains,384.6807,03,36.182778,-78.878889,NC,NA,yes,84,60,20
02086000,"DIAL CREEK NEAR BAHAMA, NC",Ref,SEPlains,12.2796,03,36.17681,-78.856396,NC,NA,NA,48,24,2
02086500,"FLAT RIVER AT DAM NEAR BAHAMA, NC",Non-ref,SEPlains,434.7468,03,36.148611,-78.828889,NC,NA,yes,55,33,11
0208650112,"FLAT RIVER TRIB NR WILLARDVILLE, NC",Ref,SEPlains,3.1302,03,36.131944,-78.833333,NC,NA,yes,17,17,16
02086624,"KNAP OF REEDS CREEK NEAR BUTNER, NC",Non-ref,SEPlains,108.5679,03,36.127922,-78.798339,NC,NA,yes,16,16,9
0208675010,"ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC",Non-ref,SEPlains,15.4845,03,36.01939,-78.89478,NC,NA,yes,1,1,1
02086849,"ELLERBE CREEK NEAR GORMAN, NC",Non-ref,SEPlains,56.67601,03,36.059311,-78.832507,NC,NA,yes,12,12,6
02087000,"NEUSE RIVER NEAR NORTHSIDE, NC",Non-ref,SEPlains,1384.016,03,36.048479,-78.749449,NC,NA,NA,53,31,0
02087183,"NEUSE RIVER NEAR FALLS, NC",Non-ref,SEPlains,1998.355,03,35.94,-78.580833,NC,NA,yes,39,39,20
0208726005,"CRABTREE CR AT EBENEZER CHURCH RD NR RALEIGH, NC",Non-ref,SEPlains,198.936,03,35.845278,-78.724444,NC,NA,yes,16,16,15
02087275,"CRABTREE CREEK AT HWY 70 AT RALEIGH, NC",Non-ref,SEPlains,253.5885,03,35.838056,-78.674167,NC,NA,yes,12,12,12
02087324,"CRABTREE CREEK AT US 1 AT RALEIGH, NC",Non-ref,SEPlains,315.361,03,35.811111,-78.610833,NC,NA,yes,19,19,19
0208732885,"MARSH CREEK NEAR NEW HOPE, NC",Non-ref,SEPlains,17.8308,03,35.816944,-78.593056,NC,NA,yes,25,25,20
0208735012,"ROCKY BRANCH BELOW PULLEN DRIVE AT RALEIGH, NC",Non-ref,SEPlains,3.1266,03,35.78,-78.666389,NC,NA,yes,13,13,13
02087359,"WALNUT CREEK AT SUNNYBROOK DRIVE NR RALEIGH, NC",Non-ref,SEPlains,77.03018,03,35.758333,-78.583056,NC,NA,yes,13,13,13
02087500,"NEUSE RIVER NEAR CLAYTON, NC",Non-ref,SEPlains,2987.484,03,35.647222,-78.405278,NC,NA,yes,82,60,20
02087570,"NEUSE RIVER AT SMITHFIELD, NC",Non-ref,SEPlains,3133.742,03,35.5125,-78.349444,NC,NA,NA,21,21,2
02087580,"SWIFT CREEK NEAR APEX, NC",Non-ref,SEPlains,53.93554,03,35.718889,-78.752222,NC,NA,yes,7,7,7
0208758850,"SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC",Non-ref,SEPlains,92.664,03,35.693611,-78.692222,NC,NA,yes,19,19,18
0208773375,"SWIFT CREEK AT SR1555 NEAR CLAYTON, NC",Non-ref,SEPlains,293.886,03,35.575,-78.49861,NC,NA,yes,1,1,1
02088000,"MIDDLE CREEK NEAR CLAYTON, NC",Non-ref,SEPlains,201.4668,03,35.570833,-78.590556,NC,NA,yes,70,60,20
02088383,"LITTLE RIVER NEAR ZEBULON, NC",Non-ref,SEPlains,145.6218,03,35.82194,-78.35222,NC,NA,yes,1,1,1
02088470,"LITTLE RIVER NEAR KENLY, NC",Non-ref,SEPlains,489.7053,03,35.589048,-78.188051,NC,NA,NA,25,25,0
02088500,"LITTLE RIVER NEAR PRINCETON, NC",Non-ref,SEPlains,594.2367,03,35.511389,-78.160278,NC,NA,yes,79,60,20
02089000,"NEUSE RIVER NEAR GOLDSBORO, NC",Non-ref,SEPlains,6222.514,03,35.3375,-77.9975,NC,NA,yes,77,58,18
0208925200,"BEAR CREEK AT MAYS STORE, NC",Non-ref,SEPlains,152.1614,03,35.274722,-77.794444,NC,NA,yes,22,22,20
02089500,"NEUSE RIVER AT KINSTON, NC",Non-ref,SEPlains,7021.535,03,35.257778,-77.585556,NC,NA,yes,79,60,20
02090380,"CONTENTNEA CREEK NEAR LUCAMA, NC",Non-ref,SEPlains,408.7007,03,35.691111,-78.109722,NC,NA,yes,44,44,19
02091000,"NAHUNTA SWAMP NEAR SHINE, NC",Ref,SEPlains,203.3797,03,35.488889,-77.806111,NC,NA,yes,54,54,19
02091500,"CONTENTNEA CREEK AT HOOKERTON, NC",Non-ref,SEPlains,1908.617,03,35.428889,-77.5825,NC,NA,yes,79,59,19
02091700,"LITTLE CONTENTNEA CREEK NEAR FARMVILLE, NC",Non-ref,SEPlains,247.8078,03,35.544606,-77.51108,NC,NA,NA,31,31,0
02091814,"NEUSE RIVER NEAR FORT BARNWELL, NC",Non-ref,SEPlains,10219.89,03,35.313889,-77.302778,NC,NA,yes,13,13,13
02092000,"SWIFT CREEK NEAR VANCEBORO, NC",Non-ref,SECstPlain,478.4382,03,35.345162,-77.195511,NC,NA,NA,39,39,0
02092500,"TRENT RIVER NEAR TRENTON, NC",Ref,SECstPlain,447.5751,03,35.064167,-77.461389,NC,yes,yes,58,58,20
02093000,"NEW RIVER NEAR GUM BRANCH, NC",Non-ref,SECstPlain,202.0608,03,34.849167,-77.519444,NC,NA,yes,46,46,20
02093500,"HAW RIVER NEAR BENAJA, NC",Non-ref,SEPlains,435.9348,03,36.250135,-79.566415,NC,NA,NA,43,22,0
02093800,"REEDY FORK NEAR OAK RIDGE, NC",Non-ref,SEPlains,53.3151,03,36.1725,-79.952778,NC,NA,yes,54,54,20
02093877,"BRUSH CREEK AT MUIRFIELD RD AT GREENSBORO, NC",Non-ref,SEPlains,13.7097,03,36.128056,-79.923889,NC,NA,yes,5,5,5
0209399200,"HORSEPEN CREEK AT US 220 NR GREENSBORO, NC",Non-ref,SEPlains,41.0679,03,36.137778,-79.86,NC,NA,yes,10,10,10
02094500,"REEDY FORK NEAR GIBSONVILLE, NC",Non-ref,SEPlains,340.7031,03,36.173056,-79.614167,NC,NA,yes,81,60,20
02094659,"SOUTH BUFFALO CREEK NR POMONA, NC",Non-ref,SEPlains,19.2267,03,36.049444,-79.855278,NC,NA,yes,10,10,10
02094770,"SOUTH BUFFALO CREEK AT US 220 AT GREENSBORO, NC",Non-ref,SEPlains,40.4181,03,36.038056,-79.799722,NC,NA,yes,11,11,11
02094775,"RYAN CREEK BELOW US 220 AT GREENSBORO, NC",Non-ref,SEPlains,9.8253,03,36.031111,-79.796111,NC,NA,yes,11,11,11
02095000,"SOUTH BUFFALO CR NEAR GREENSBORO, NC",Non-ref,SEPlains,88.71751,03,36.06,-79.725833,NC,NA,yes,41,20,11
02095181,"N BUFFALO CR AT WESTOVER TERRACE AT GREENSBORO, NC",Non-ref,SEPlains,24.8454,03,36.079167,-79.812778,NC,NA,yes,10,10,10
02095271,"NORTH BUFFALO CREEK AT CHURCH ST AT GREENSBORO, NC",Non-ref,SEPlains,37.7325,03,36.097778,-79.7825,NC,NA,yes,11,11,11
02095500,"NORTH BUFFALO CREEK NEAR GREENSBORO, NC",Non-ref,SEPlains,96.0678,03,36.120556,-79.708056,NC,NA,yes,73,52,12
0209553650,"BUFFALO CREEK AT SR2819 NR MCLEANSVILLE, NC",Non-ref,SEPlains,229.7493,03,36.12806,-79.66167,NC,NA,yes,11,11,11
02096500,"HAW RIVER AT HAW RIVER, NC",Non-ref,SEPlains,1561.779,03,36.087222,-79.366111,NC,NA,yes,81,60,20
02096700,"BIG ALAMANCE CREEK NEAR ELON COLLEGE, NC",Non-ref,SEPlains,300.6216,03,36.039302,-79.524467,NC,NA,NA,23,23,0
02096846,"CANE CREEK NEAR ORANGE GROVE, NC",Ref,SEPlains,19.5696,03,35.987222,-79.206111,NC,yes,yes,20,20,20
02096960,"HAW RIVER NEAR BYNUM, NC",Non-ref,SEPlains,3297.755,03,35.765278,-79.135833,NC,NA,yes,36,36,20
02097000,"HAW RIVER NEAR PITTSBORO, NC",Non-ref,SEPlains,3373.23,03,35.702093,-79.086402,NC,NA,NA,45,24,0
0209722970,"SANDY CREEK AT CORNWALLIS RD NEAR DURHAM, NC",Non-ref,SEPlains,12.2481,03,35.98322,-78.95681,NC,NA,yes,1,1,1
02097280,"THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC",Non-ref,SEPlains,38.4084,03,35.92264,-78.95242,NC,NA,yes,1,1,1
02097314,"NEW HOPE CREEK NEAR BLANDS, NC",Non-ref,SEPlains,197.3358,03,35.885,-78.965278,NC,NA,yes,27,27,20
0209741955,"NORTHEAST CREEK AT SR1100 NR GENLEE, NC",Non-ref,SEPlains,54.6354,03,35.872222,-78.913056,NC,NA,yes,25,25,18
02097464,"MORGAN CREEK NEAR WHITE CROSS, NC",Non-ref,SEPlains,21.45574,03,35.923611,-79.115,NC,NA,yes,20,20,20
02097517,"MORGAN CREEK NEAR CHAPEL HILL, NC",Non-ref,SEPlains,106.8534,03,35.893333,-79.019722,NC,NA,yes,26,26,20
0209782609,"WHITE OAK CR AT MOUTH NEAR GREEN LEVEL, NC",Non-ref,SEPlains,31.0905,03,35.760278,-78.920278,NC,NA,yes,10,10,10
02098000,"NEW HOPE RIVER NEAR PITTSBORO, NC",Non-ref,SEPlains,739.0998,03,35.736816,-79.0264,NC,NA,NA,24,24,0
02098198,"HAW R BELOW B. EVERETT JORDAN DAM NR MONCURE, NC",Non-ref,SEPlains,4370.692,03,35.649444,-79.065556,NC,NA,yes,0,0,0
02099000,"EAST FORK DEEP RIVER NEAR HIGH POINT, NC",Non-ref,SEPlains,37.6119,03,36.037222,-79.945556,NC,NA,yes,77,56,16
02099500,"DEEP RIVER NEAR RANDLEMAN, NC",Non-ref,SEPlains,327.5253,03,35.903611,-79.852778,NC,NA,NA,76,55,15
02100500,"DEEP RIVER AT RAMSEUR, NC",Non-ref,SEPlains,920.5353,03,35.726389,-79.655556,NC,NA,yes,86,60,20
02101000,"BEAR CREEK AT ROBBINS, NC",Ref,SEPlains,354.8079,03,35.434311,-79.593918,NC,NA,NA,32,22,0
0210166029,"ROCKY R AT SR1300 NR CRUTCHFIELD CROSSROADS, NC",Non-ref,SEPlains,19.5732,03,35.806944,-79.5275,NC,NA,yes,21,21,20
02101726,"ROCKY R AT US 64 NEAR SILER CITY, NC",Non-ref,SEPlains,178.5726,03,35.73514,-79.42308,NC,NA,yes,0,0,0
02101800,"TICK CREEK NEAR MOUNT VERNON SPRINGS, NC",Non-ref,SEPlains,39.6171,03,35.659722,-79.401667,NC,NA,yes,38,38,15
02102000,"DEEP RIVER AT MONCURE, NC",Non-ref,SEPlains,3740,03,35.626944,-79.116111,NC,NA,yes,79,60,20
02102192,"BUCKHORN CREEK NR CORINTH, NC",Non-ref,SEPlains,196.8201,03,35.559722,-78.973611,NC,NA,yes,37,37,20
02102500,"CAPE FEAR RIVER AT LILLINGTON, NC",Non-ref,SEPlains,8995.328,03,35.406111,-78.813333,NC,NA,yes,85,60,20
02102908,"FLAT CREEK NEAR INVERNESS, NC",Ref,SEPlains,19.7253,03,35.182778,-79.1775,NC,yes,yes,41,41,20
02103000,"LITTLE RIVER AT MANCHESTER, NC",Non-ref,SEPlains,895.3758,03,35.193333,-78.985556,NC,NA,yes,19,8,7
02103500,"LITTLE RIVER AT LINDEN, NC",Non-ref,SEPlains,1181.453,03,35.26294,-78.776134,NC,NA,NA,42,22,0
02104220,"ROCKFISH CREEK AT RAEFORD, NC",Non-ref,SEPlains,241.7823,03,34.999722,-79.214722,NC,NA,yes,21,21,20
02105500,"CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC",Non-ref,SEPlains,12591.92,03,34.845833,-78.820556,NC,NA,yes,72,60,20
02105769,"CAPE FEAR R AT LOCK #1 NR KELLY, NC",Non-ref,SEPlains,13659.7,03,34.404444,-78.293611,NC,NA,yes,40,40,20
02105900,"HOOD CREEK NEAR LELAND, NC",Ref,SECstPlain,58.8942,03,34.278611,-78.125278,NC,NA,yes,33,33,16
02106000,"LITTLE COHARIE CREEK NEAR ROSEBORO, NC",Non-ref,SEPlains,250.263,03,34.953781,-78.487784,NC,NA,NA,41,41,2
02106500,"BLACK RIVER NEAR TOMAHAWK, NC",Non-ref,SEPlains,1759.371,03,34.755,-78.288611,NC,NA,yes,58,58,20
02107000,"SOUTH RIVER NEAR PARKERSBURG, NC",Non-ref,SEPlains,985.0608,03,34.812671,-78.456949,NC,NA,NA,35,35,0
02107500,"COLLY CREEK NEAR KELLY, NC",Non-ref,SECstPlain,260.2737,03,34.463501,-78.256943,NC,NA,NA,21,21,0
02108000,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",Ref,SEPlains,1569.485,03,34.828889,-77.832222,NC,yes,yes,69,60,20
02108500,"ROCKFISH CREEK NEAR WALLACE, NC",Ref,SECstPlain,176.364,03,34.742391,-78.039153,NC,NA,NA,26,26,0
02109500,"WACCAMAW RIVER AT FREELAND, NC",Non-ref,SECstPlain,1783.764,03,34.095,-78.548333,NC,NA,yes,70,60,20
02110500,"WACCAMAW RIVER NEAR LONGS, SC",Ref,SECstPlain,2908.315,03,33.912672,-78.715017,SC,yes,yes,59,59,20
02110701,"CRABTREE SWAMP AT CONWAY, SC",Non-ref,SECstPlain,49.5531,03,33.861,-79.04115,SC,NA,yes,0,0,0
02110704,"WACCAMAW RIVER AT CONWAY MARINA AT CONWAY, SC",Non-ref,SECstPlain,3689.554,03,33.829893,-79.043647000000007,SC,NA,yes,1,1,1
02111000,"YADKIN RIVER AT PATTERSON, NC",Non-ref,EastHghlnds,74.0736,03,35.990833,-81.558333,NC,NA,yes,70,60,20
02111180,"ELK CREEK AT ELKVILLE, NC",Ref,EastHghlnds,131.4666,03,36.071389,-81.403056,NC,yes,yes,44,44,20
0211139110,"YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC",Non-ref,EastHghlnds,946.4319,03,36.136111,-81.223333,NC,NA,yes,1,1,1
02111500,"REDDIES RIVER AT NORTH WILKESBORO, NC",Ref,EastHghlnds,233.6607,03,36.175,-81.168889,NC,yes,yes,70,60,20
02112000,"YADKIN RIVER AT WILKESBORO, NC",Non-ref,EastHghlnds,1300.812,03,36.1525,-81.145556,NC,NA,yes,94,60,20
02112120,"ROARING RIVER NEAR ROARING RIVER, NC",Ref,EastHghlnds,322.2684,03,36.250278,-81.044444,NC,yes,yes,45,45,20
02112250,"YADKIN RIVER AT ELKIN, NC",Non-ref,EastHghlnds,2245.214,03,36.241111,-80.846667,NC,NA,yes,45,45,20
02112360,"MITCHELL RIVER NEAR STATE ROAD, NC",Ref,SEPlains,205.2963,03,36.311389,-80.807222,NC,yes,yes,45,45,20
02113000,"FISHER RIVER NEAR COPELAND, NC",Non-ref,SEPlains,328.4721,03,36.341111,-80.686111,NC,NA,yes,78,60,20
02113850,"ARARAT RIVER AT ARARAT, NC",Non-ref,SEPlains,596.7874,03,36.404444,-80.561667,NC,NA,yes,45,45,20
02114450,"LITTLE YADKIN RIVER AT DALTON, NC",Non-ref,SEPlains,110.8422,03,36.299167,-80.414722,NC,NA,yes,49,49,20
02115360,"YADKIN RIVER AT ENON, NC",Non-ref,SEPlains,4389.884,03,36.131667,-80.443889,NC,NA,yes,45,45,20
02115500,"FORBUSH CREEK NEAR YADKINVILLE, NC",Ref,SEPlains,60.0489,03,36.133471,-80.549782,NC,NA,NA,31,22,0
02115860,"MUDDY CREEK NEAR MUDDY CREEK, NC",Non-ref,SEPlains,472.5927,03,36.000278,-80.340278,NC,NA,yes,20,20,4
02116500,"YADKIN RIVER AT YADKIN COLLEGE, NC",Non-ref,SEPlains,5902.194,03,35.856667,-80.386944,NC,NA,yes,79,58,18
02117500,"ROCKY CREEK AT TURNERSBURG, NC",Non-ref,SEPlains,260.5122,03,35.900136,-80.799792,NC,NA,NA,31,22,0
02118000,"SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC",Non-ref,SEPlains,789.8688,03,35.845,-80.658889,NC,NA,yes,70,59,19
02118500,"HUNTING CREEK NEAR HARMONY, NC",Ref,SEPlains,400.527,03,36.000556,-80.745556,NC,yes,yes,58,58,20
02120500,"THIRD CREEK AT CLEVELAND, NC",Non-ref,SEPlains,228.6864,03,35.75014,-80.683122,NC,NA,NA,31,22,0
02120780,"SECOND CREEK NEAR BARBER, NC",Non-ref,SEPlains,304.9038,03,35.717778,-80.595833,NC,NA,yes,30,30,20
02121500,"ABBOTTS CREEK AT LEXINGTON, NC",Non-ref,SEPlains,454.2399,03,35.806944,-80.234722,NC,NA,yes,21,21,20
02123500,"UWHARRIE RIVER NEAR ELDORADO, NC",Non-ref,SEPlains,922.5513,03,35.449167,-80.017222,NC,NA,NA,33,22,0
02123567,"DUTCHMANS CREEK NR UWHARRIE, NC",Ref,SEPlains,8.9847,03,35.379167,-80.030278,NC,NA,NA,21,21,15
0212393300,"W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC",Non-ref,SEPlains,54.2169,03,35.467778,-80.790278,NC,NA,yes,5,5,5
02124080,"CLARKE CREEK NEAR HARRISBURG, NC",Non-ref,SEPlains,56.8989,03,35.414167,-80.751944,NC,NA,yes,6,6,6
0212414900,"MALLARD CR BL STONY CR NR HARRISBURG, NC",Non-ref,SEPlains,92.56409,03,35.332778,-80.715833,NC,NA,yes,14,14,14
0212419274,"CODDLE CR AT SR 1612 NEAR DAVIDSON, NC",Non-ref,SEPlains,58.9383,03,35.503889,-80.736389,NC,NA,yes,7,7,7
0212430293,"REEDY CREEK BELOW I-485 NR PINE RIDGE, NC",Non-ref,SEPlains,32.391,03,35.258611,-80.662778,NC,NA,yes,2,2,2
0212430653,"MCKEE CREEK AT SR2804 NR WILGROVE, NC",Non-ref,SEPlains,15.1272,03,35.253889,-80.648056,NC,NA,yes,2,2,2
0212433550,"ROCKY R AB IRISH BUFFALO CR NR ROCKY RIVER, NC",Non-ref,SEPlains,723.1563,03,35.321667,-80.540833,NC,NA,yes,3,3,3
0212466000,"CLEAR CREEK AT SR3181 NR MINT HILL, NC",Non-ref,SEPlains,29.5605,03,35.208333,-80.58,NC,NA,yes,7,7,7
0212467595,"GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC",Non-ref,SEPlains,28.6911,03,35.125,-80.602778,NC,NA,yes,6,6,6
02124692,"GOOSE CR AT FAIRVIEW, NC",Non-ref,SEPlains,61.4673,03,35.153611,-80.535278,NC,NA,yes,9,9,9
02124742,"ROCKY RIVER NR STANFIELD, NC",Non-ref,SEPlains,1625.995,03,35.169444,-80.473056,NC,NA,yes,3,3,3
02125000,"BIG BEAR CR NR RICHFIELD, NC",Ref,SEPlains,144.5499,03,35.334722,-80.335556,NC,yes,yes,55,55,20
02126000,"ROCKY RIVER NEAR NORWOOD, NC",Non-ref,SEPlains,3207.191,03,35.148889,-80.175833,NC,NA,yes,80,60,20
02127000,"BROWN CREEK NEAR POLKTON, NC",Non-ref,SEPlains,278.7786,03,35.033486,-80.149783,NC,NA,NA,34,22,0
02128000,"LITTLE RIVER NEAR STAR, NC",Ref,SEPlains,273.4758,03,35.387222,-79.831389,NC,yes,yes,55,55,20
02129000,"PEE DEE R NR ROCKINGHAM, NC",Non-ref,SEPlains,17821.98,03,34.945833,-79.869722,NC,NA,yes,87,60,20
02130561,"PEE DEE RIVER NR BENNETTSVILLE, S C",Non-ref,SEPlains,20147.37,03,34.606268,-79.788396,SC,NA,yes,18,18,18
02130840,"BLACK CREEK BELOW CHESTERFIELD, S.C.",Non-ref,SEPlains,132.462,03,34.663333,-80.211667,SC,NA,yes,4,4,4
02130900,"BLACK CREEK NEAR MCBEE, S. C.",Non-ref,SEPlains,295.3566,03,34.514042,-80.183124,SC,NA,yes,50,50,20
02130910,"BLACK CREEK NEAR HARTSVILLE, SC",Non-ref,SEPlains,430.5551,03,34.397376,-80.149791,SC,NA,yes,49,49,20
02130980,"BLACK CREEK NEAR QUINBY, SC",Non-ref,SEPlains,1137.547,03,34.243765,-79.744783,SC,NA,yes,8,8,8
02131000,"PEE DEE RIVER AT PEEDEE, SC",Non-ref,SEPlains,22841.27,03,34.204325,-79.54839,SC,NA,yes,70,59,19
02131010,"PEE DEE RIVER BELOW PEE DEE, SC",Non-ref,SEPlains,23005.5,03,34.15738,-79.55339,SC,NA,yes,13,13,13
02131110,"JEFFRIES CREEK ABOVE FLORENCE, SC",Non-ref,SEPlains,120.6072,03,34.17793,-79.80923,SC,NA,yes,1,1,1
02131309,"FORK CREEK AT JEFFERSON, SC",Non-ref,SEPlains,63.4104,03,34.638766,-80.388679,SC,NA,NA,21,21,8
02131320,"LITTLE FORK CREEK AT JEFFERSON, SC",Non-ref,SEPlains,39.7179,03,34.6371,-80.40618,SC,NA,yes,11,11,11
02131472,"HANGING ROCK CREEK NR KERSHAW, SC",Non-ref,SEPlains,60.2973,03,34.516265,-80.582851,SC,NA,NA,23,23,14
02131500,"LYNCHES RIVER NEAR BISHOPVILLE, S. C.",Non-ref,SEPlains,1720.428,03,34.250155,-80.213682,SC,NA,yes,36,29,7
02132320,"BIG SHOE HEEL CREEK NR LAURINBURG, NC",Non-ref,SEPlains,211.9311,03,34.750556,-79.386667,NC,NA,yes,22,22,20
02132500,"LITTLE PEE DEE RIVER NEAR DILLON, S. C.",Non-ref,SEPlains,1366.438,03,34.404884,-79.340046,SC,NA,NA,32,22,0
02133500,"DROWNING CREEK NEAR HOFFMAN, NC",Non-ref,SEPlains,472.1283,03,35.061111,-79.493889,NC,NA,yes,70,60,20
02133624,"LUMBER RIVER NEAR MAXTON, NC",Non-ref,SEPlains,946.0971,03,34.772778,-79.331944,NC,NA,yes,22,22,20
02134170,"LUMBER RIVER AT LUMBERTON, NC",Non-ref,SEPlains,1845.43,03,34.620278,-79.011111,NC,NA,yes,9,9,9
02134480,"BIG SWAMP NR TARHEEL, NC",Non-ref,SEPlains,577.1961,03,34.710278,-78.836389,NC,NA,yes,24,24,20
02134500,"LUMBER RIVER AT BOARDMAN, NC",Non-ref,SEPlains,3181.489,03,34.4425,-78.960278,NC,NA,yes,80,60,20
02135000,"LITTLE PEE DEE R. AT GALIVANTS FERRY, S.C.",Non-ref,SEPlains,7256.224,03,34.057108,-79.24699,SC,NA,yes,67,60,20
02135300,"SCAPE ORE SWAMP NEAR BISHOPVILLE, S. C.",Ref,SEPlains,250.0738,03,34.150711,-80.304797,SC,NA,NA,35,35,14
02136000,"BLACK RIVER AT KINGSTREE, SC",Non-ref,SEPlains,3211.417,03,33.661275,-79.835904,SC,NA,yes,80,60,20
02137727,"CATAWBA R NR PLEASANT GARDENS, NC",Ref,EastHghlnds,329.544,03,35.685833,-82.060278,NC,yes,yes,29,29,20
02138000,"CATAWBA RIVER NEAR MARION, NC",Non-ref,EastHghlnds,453.7404,03,35.707346,-82.033165,NC,NA,NA,40,32,0
02138500,"LINVILLE RIVER NEAR NEBO, NC",Non-ref,EastHghlnds,173.8719,03,35.794849,-81.890106,NC,NA,yes,87,60,20
0213903612,"CATAWBA RIVER AT CALVIN, NC",Non-ref,EastHghlnds,1325.788,03,35.739444,-81.729167,NC,NA,yes,18,18,18
02140991,"JOHNS RIVER AT ARNEYS STORE, NC",Ref,EastHghlnds,521.9865,03,35.833611,-81.711944,NC,yes,yes,24,24,20
02142000,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",Ref,EastHghlnds,72.45631,03,35.945556,-81.236944,NC,NA,yes,54,54,18
0214253361,"BALLS CREEK NEAR LONG ISLAND, NC",Non-ref,SEPlains,45.4113,03,35.687078,-81.0148,NC,NA,yes,2,2,2
