STAID,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_CODE,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_DESC,GEOL_HUNT_SITE_CODE
02065500,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02066000,sedimentary,75.3,sedimentary,co/m,34.9,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,al
02066500,sedimentary,100.0,sedimentary,rgr,56.6,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02068500,sedimentary,100.0,sedimentary,co/m,58.7,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02069000,sedimentary,60.6,sedimentary,rsh,75.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02069700,sedimentary,100.0,sedimentary,rsh,67.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02070000,sedimentary,100.0,sedimentary,rsh,88.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02070500,sedimentary,91.9,gneiss,rsh,84.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02071000,sedimentary,71.6,sedimentary,rsh,70.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02071530,sedimentary,100.0,sedimentary,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
02072000,sedimentary,77.8,sedimentary,co/m,99.4,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
02072500,sedimentary,81.5,sedimentary,co/m,96.9,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02073000,sedimentary,87.4,sedimentary,co/m,67.2,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02074000,sedimentary,87.5,sedimentary,rsh,51.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02074500,sedimentary,100.0,sedimentary,rsh,60.9,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02075000,sedimentary,80.7,sedimentary,rsh,58.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02075045,sedimentary,81.2,sedimentary,rsh,57.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02075500,sedimentary,81.1,sedimentary,rsh,57.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02076500,sedimentary,100.0,sedimentary,rsh,94.5,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02077000,sedimentary,100.0,sedimentary,rsh,48.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rgr
02077200,granitic,100.0,granitic,rgr,90.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02077303,granitic,80.3,sedimentary,rgr,58.3,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02077500,granitic,67.6,sedimentary,rgr,52.1,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02077670,sedimentary,95.7,sedimentary,rsh,84.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02079640,sedimentary,100.0,sedimentary,rsh,94.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02080500,sedimentary,75.5,sedimentary,rsh,47.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
0208111310,quarternary,100.0,quarternary,rl,54.6,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02081500,granitic,61.4,sedimentary,rsh,70.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02081747,granitic,54.3,granitic,rsh,62.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02082000,granitic,56.4,sedimentary,rsh,63.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02082506,granitic,51.0,sedimentary,rsh,67.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02082585,granitic,47.1,sedimentary,rsh,65.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rl
02082770,gneiss,50.7,sedimentary,rsh,75.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02082950,sedimentary,41.9,sedimentary,rsh,82.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02083000,sedimentary,48.1,sedimentary,rsh,77.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02083500,sedimentary,46.6,quarternary,rsh,57.5,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02083800,quarternary,100.0,quarternary,rl,100.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02084000,sedimentary,44.4,quarternary,rsh,47.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02084160,quarternary,100.0,quarternary,gp,78.9,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",al
02084557,quarternary,100.0,quarternary,gp,100.0,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02085000,volcanic,86.4,volcanic,rsh,76.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02085070,volcanic,91.5,sedimentary,rsh,89.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208521324,volcanic,88.8,volcanic,rsh,83.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02085220,volcanic,89.1,volcanic,rsh,83.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208524090,volcanic,100.0,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208524975,volcanic,89.2,sedimentary,rsh,86.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02085500,volcanic,52.5,granitic,rgr,52.5,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02086000,granitic,100.0,granitic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02086500,granitic,51.9,granitic,rsh,54.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208650112,granitic,97.0,granitic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02086624,granitic,74.3,sedimentary,rsh,98.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208675010,sedimentary,72.79,sedimentary,rsh,100.00,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02086849,sedimentary,92.7,sedimentary,rtr,60.2,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rtr
02087000,volcanic,56.3,sedimentary,rsh,71.5,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02087183,sedimentary,42.0,sedimentary,rsh,61.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208726005,sedimentary,100.0,sedimentary,rtr,98.6,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rsh
02087275,sedimentary,100.0,sedimentary,rtr,80.9,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rsh
02087324,sedimentary,95.9,gneiss,rtr,65.1,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rsh
0208732885,gneiss,94.1,gneiss,rsh,99.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208735012,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02087359,sedimentary,60.0,gneiss,rsh,98.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02087500,sedimentary,40.2,volcanic,rsh,53.5,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02087570,sedimentary,40.4,sedimentary,rsh,52.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02087580,sedimentary,100.0,sedimentary,rsh,61.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208758850,sedimentary,100.0,sedimentary,rsh,77.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0208773375,sedimentary,57.69,granitic,rsh,74.21,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02088000,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02088383,granitic,98.11,granitic,rgr,100.00,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02088470,granitic,60.3,sedimentary,rsh,56.4,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02088500,granitic,49.6,sedimentary,rsh,64.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rl
02089000,sedimentary,60.4,sedimentary,rsh,48.5,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
0208925200,sedimentary,100.0,quarternary,rl,100.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02089500,sedimentary,60.6,quarternary,rsh,43.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02090380,sedimentary,78.1,sedimentary,rsh,55.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02091000,sedimentary,100.0,sedimentary,rl,100.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02091500,sedimentary,85.1,quarternary,rl,45.5,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",al
02091700,quarternary,87.8,quarternary,rl,99.8,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02091814,sedimentary,58.3,quarternary,rsh,34.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02092000,quarternary,100.0,quarternary,gp,53.8,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02092500,quarternary,71.4,quarternary,gp,95.0,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02093000,quarternary,100.0,quarternary,gp,100.0,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02093500,sedimentary,58.5,sedimentary,rsh,91.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02093800,granitic,75.4,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02093877,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0209399200,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02094500,granitic,90.9,granitic,rgr,84.4,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02094659,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02094770,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02094775,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02095000,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02095181,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02095271,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02095500,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0209553650,granitic,100.00,granitic,rgr,100.00,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02096500,granitic,70.1,volcanic,rgr,57.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02096700,granitic,99.7,granitic,rgr,65.4,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02096846,volcanic,100.0,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02096960,granitic,57.2,sedimentary,rsh,57.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02097000,granitic,56.78,sedimentary,rsh,57.96,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
0209722970,sedimentary,100.00,sedimentary,rsh,98.79,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02097280,sedimentary,100.00,sedimentary,rtr,93.48,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rtr
02097314,sedimentary,53.4,sedimentary,rsh,75.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
0209741955,sedimentary,100.0,sedimentary,rtr,100.0,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rtr
02097464,volcanic,67.4,granitic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02097517,granitic,82.1,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0209782609,sedimentary,100.0,sedimentary,rtr,100.0,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rtr
02098000,sedimentary,61.8,sedimentary,rsh,51.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02098198,granitic,47.1,sedimentary,rsh,55.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02099000,granitic,100.0,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02099500,granitic,99.8,granitic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02100500,granitic,54.9,sedimentary,rgr,95.2,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02101000,sedimentary,100.00,sedimentary,rsh,60.76,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
0210166029,volcanic,100.0,volcanic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02101726,volcanic,71.03,sedimentary,rsh,58.56,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02101800,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02102000,sedimentary,71.4,sedimentary,rsh,39.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rtr
02102192,sedimentary,100.0,sedimentary,rtr,54.5,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",al
02102500,sedimentary,55.3,sedimentary,rsh,47.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02102908,sedimentary,100.0,sedimentary,rs,100.0,"Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",rs
02103000,sedimentary,100.0,sedimentary,rsh,42.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rs
02103500,sedimentary,100.0,sedimentary,rs,41.6,"Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",rl
02104220,sedimentary,100.0,sedimentary,rs,100.0,"Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",rs
02105500,sedimentary,65.4,quarternary,rsh,42.1,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02105769,sedimentary,60.4,quarternary,rsh,38.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02105900,quarternary,100.0,quarternary,gp,100.0,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02106000,sedimentary,91.4,quarternary,rl,100.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02106500,sedimentary,59.1,quarternary,rl,92.5,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",gp
02107000,sedimentary,54.7,quarternary,rl,91.1,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02107500,quarternary,100.0,quarternary,gp,91.4,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02108000,quarternary,50.5,quarternary,rl,51.2,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",al
02108500,quarternary,100.0,quarternary,gp,98.9,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",gp
02109500,quarternary,100.0,quarternary,gp,90.8,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",al
02110500,quarternary,100.0,quarternary,gp,88.1,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",al
02110701,quarternary,100.00,quarternary,gp,75.73,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",al
02110704,quarternary,100.0,quarternary,gp,84.1,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",al
02111000,gneiss,99.1,sedimentary,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
02111180,sedimentary,96.6,sedimentary,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
0211139110,sedimentary,64.2,sedimentary,co/m,64.1,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02111500,sedimentary,100.0,sedimentary,rsh,71.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02112000,sedimentary,68.6,granitic,co/m,51.7,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02112120,sedimentary,100.0,sedimentary,rsh,97.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02112250,sedimentary,71.2,granitic,rsh,69.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02112360,sedimentary,100.0,sedimentary,rsh,60.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02113000,sedimentary,100.0,sedimentary,rsh,58.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02113850,sedimentary,100.0,sedimentary,co/m,50.5,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02114450,gneiss,100.0,gneiss,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02115360,sedimentary,69.6,sedimentary,rsh,72.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02115500,sedimentary,88.6,granitic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02115860,sedimentary,92.8,volcanic,rsh,78.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02116500,sedimentary,65.2,granitic,rsh,73.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rgr
02117500,sedimentary,93.2,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02118000,sedimentary,93.2,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02118500,granitic,54.2,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02120500,volcanic,52.7,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02120780,volcanic,82.8,volcanic,rsh,67.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02121500,granitic,58.2,sedimentary,rgr,91.7,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02123500,sedimentary,47.5,sedimentary,rsh,89.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02123567,volcanic,98.1,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0212393300,ultramafic,80.4,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02124080,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0212414900,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0212419274,ultramafic,92.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0212430293,ultramafic,99.9,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0212430653,ultramafic,61.4,ultramafic,rgr,73.7,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0212433550,ultramafic,92.0,sedimentary,rgr,96.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0212466000,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0212467595,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02124692,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02124742,ultramafic,55.2,sedimentary,rgr,67.8,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rsh
02125000,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02126000,sedimentary,71.2,sedimentary,rsh,65.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02127000,sedimentary,92.6,sedimentary,rtr,88.6,"Residuum on Triassic-age formations; depths less than most other saprolite, reddish color, largely inherited from parent rock",rtr
02128000,sedimentary,60.4,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02129000,sedimentary,66.9,granitic,rsh,69.7,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02130561,sedimentary,68.9,sedimentary,rsh,67.4,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02130840,sedimentary,66.7,sedimentary,rsh,86.3,"Micaceous residuum without much quartz; clay, mostly kaolinite",rs
02130900,sedimentary,85.1,sedimentary,rs,61.3,"Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",rs
02130910,sedimentary,90.5,sedimentary,rs,69.1,"Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",rl
02130980,sedimentary,96.1,sedimentary,rl,59.4,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02131000,sedimentary,72.0,quarternary,rsh,59.9,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02131010,sedimentary,71.75,quarternary,rsh,59.50,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02131110,sedimentary,100.00,sedimentary,rl,100.00,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02131309,sedimentary,62.6,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02131320,granitic,75.88,sedimentary,rsh,100.00,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02131472,sedimentary,73.8,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02131500,sedimentary,88.8,sedimentary,rsh,56.6,"Micaceous residuum without much quartz; clay, mostly kaolinite",al
02132320,sedimentary,100.0,sedimentary,rl,58.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02132500,sedimentary,100.0,sedimentary,rl,67.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",al
02133500,sedimentary,100.0,sedimentary,rsh,47.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rs
02133624,sedimentary,100.0,sedimentary,rs,30.3,"Sandy residuum, derived by intensive weathering of sandstone formations. Sand locally is in dunes",al
02134170,sedimentary,100.0,sedimentary,rl,33.2,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",al
02134480,sedimentary,99.3,sedimentary,rl,98.9,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02134500,sedimentary,78.7,quarternary,rl,51.9,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",al
02135000,sedimentary,64.3,quarternary,rl,50.0,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",al
02135300,sedimentary,100.0,sedimentary,rl,77.1,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",rl
02136000,sedimentary,92.4,quarternary,gp,57.8,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",al
02137727,sedimentary,97.1,sedimentary,co/m,92.5,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
02138000,sedimentary,97.6,sedimentary,co/m,93.5,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
02138500,sedimentary,91.8,sedimentary,co/m,100.0,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,co/m
0213903612,sedimentary,92.1,sedimentary,co/m,74.4,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rgr
02140991,gneiss,69.9,sedimentary,co/m,98.8,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,rsh
02142000,sedimentary,58.6,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0214253361,volcanic,100.0,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
0214253830,sedimentary,85.9,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02142654,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214265808,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214266000,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214266080,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214269560,sedimentary,81.4,ultramafic,rgr,51.2,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02142900,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02142914,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214291555,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214295600,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214297160,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02143000,sedimentary,99.1,sedimentary,rsh,73.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02143040,sedimentary,100.0,sedimentary,rsh,96.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02143500,sedimentary,95.5,volcanic,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02144000,sedimentary,100.0,sedimentary,rsh,100.0,"Micaceous residuum without much quartz; clay, mostly kaolinite",rsh
02145000,sedimentary,82.1,sedimentary,rsh,91.2,"Micaceous residuum without much quartz; clay, mostly kaolinite",rgr
021457492,sedimentary,100.00,sedimentary,rgr,94.29,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
021459367,sedimentary,100.00,sedimentary,rgr,100.00,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02146000,sedimentary,64.2,sedimentary,rsh,51.8,"Micaceous residuum without much quartz; clay, mostly kaolinite",rgr
02146110,sedimentary,100.00,sedimentary,rgr,100.00,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02146211,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
0214627970,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
02146285,ultramafic,100.0,ultramafic,rgr,100.0,"Residuum with abundant quartz; much less mica than rsh, but equal to clay",rgr
